$X_1$,$X_2$,$X_3$,$X_4$,$X_5$
0.5822377944613935,2.0526486450046426,1.9244789357483993,0.10547701909887076,1.9307850153949309
-1.6160940390590772,1.8273259978036271,0.265172995552769,-1.5586313246771146,0.4599963779124269
-0.008715896839566752,-0.7293799428550429,-0.903391887060032,0.6777450599862146,-0.1883597484629075
-1.2415288271764156,-1.5311855388605138,-2.417165796383125,-1.149599256912861,-1.5772370673345981
1.2466320074909452,-1.8629922430636154,-0.20705651178279422,1.514115631913914,-0.6887567772794398
1.5982107830000025,-1.201641773084081,-0.5769760763909587,-0.0066986386124644574,-1.5950084603860453
0.46802964180132617,0.9864587570602874,2.271929398469297,-0.5791114356799927,2.4219515118913595
-0.4470812783593382,1.0255747876541925,0.31149750490298095,-1.1855135775197758,0.2826862011997236
-1.1206074779448565,2.7071736114657843,0.0389334005112638,-2.489837020490268,0.9415195824138429
-0.9018224642463671,0.8558887360609124,0.2291970743121097,-1.0026774533702494,0.8048875684796376
-0.6568495813679592,0.3949752868508971,0.8061959298551943,-2.4266463518137353,0.6700845876735464
-2.1054233361167793,0.687838656228523,-1.488122859228115,-1.4998044722011044,-1.068825499616361
-1.861434149505554,0.8171617900979452,-1.4548710384761825,-0.7625262263615178,-1.074407804742713
1.0269908164636952,0.09353533954303533,0.4928566289187582,-0.26357964962350616,-0.9185158404364732
0.1632296465432801,1.435026680650256,1.2376624209067633,-1.1885566039892836,0.790539466020587
-1.1624200478665532,2.128225112027455,0.12592098261387902,-0.7786214626034244,-1.624102049165216
-0.14850091771119256,-0.5048231054421097,-0.5555893024545713,1.763491774727297,-0.037039136483275614
0.6160733427333931,1.1609100147956668,0.46860826562316155,0.2685950874941235,0.6400935543506683
-0.6888792626558281,-2.0470376576765132,-1.328335379406811,-1.0996811039468115,-0.47698265537810197
1.0860191071366394,0.2720576090576274,-0.17442021101290767,0.6526937213564707,0.03088822979021521
0.7854202326361778,0.9477592184786678,2.302852149168605,0.20262669447327827,1.8687141279247552
0.5799992922327124,-1.886156524089555,-0.9591204674783287,2.0048165556285067,-1.3361043827709578
1.5177573010518206,1.448884299008296,2.1611379327730806,1.317903659686818,0.32842142793514656
-3.458658730310153,0.2739244908606088,-2.140572715507486,-3.9200375523830364,-0.2918583466775835
-1.1259645180656535,0.9370768986341544,-0.14944595894848445,-0.761121160150625,-0.1711037773668437
-0.9877193536955183,-0.4284289779702293,-0.7880512291859664,-1.1808764899281872,-0.5176358005756908
-1.0684687505895143,1.0054582495132212,-0.7359358345136181,-0.5417024155385676,-0.5021152392911886
-0.7458367759939033,-0.022520021913807028,-1.309904633547142,0.8138317938099707,-1.136130814529641
-0.07319059762432588,0.4357338156660851,-0.2370389297035693,-0.9046599040151702,-0.28668009092142566
1.8610633625963604,-0.0030775252364458566,1.07244847157612,1.4279065236830186,0.7371430446618422
2.338076952870011,-2.37150562963853,0.8102089760204182,1.8694413883375767,-0.281947273767814
1.7734542781650788,0.4854518070272983,2.7024347811998592,0.4716016648739753,2.108771293711344
-0.8475497544951904,0.39793302784230383,1.2323527557077099,-0.5390854091883036,0.6318337853398553
-0.32555339949588347,1.6944563513723456,1.2465623512857256,-0.9268015178480018,1.0883831734223197
0.46257568082351047,-1.360527184591709,-1.1259264516928178,1.263877524221275,-1.040198689201402
-0.252924647305329,-1.5433227419917606,-0.9095741804008243,-0.271982974340036,-0.7957246587513874
-0.1075286501000284,-0.854887719044139,-0.5861730562840551,-0.3232595949109359,-1.0565485792251996
0.7624199664260243,1.0271481574682024,0.6576733438595282,-0.21946431221286153,0.12960775964878932
0.6369076267735444,-1.1035917791625414,-0.6594693992178643,1.1900379422412333,-0.3363261371937286
0.051314030491537724,0.8228439650661831,-1.1938814959513302,0.08832595047841414,-1.3804838042347614
-1.9474607371748633,-0.58606026023596,-2.613170597764333,-0.8591985866427452,-1.1615919645036317
-1.8393158595813481,0.08562480758044165,-0.369500496018821,-1.7001436003515191,1.2971408092689365
0.042594552057966584,2.3956706057459103,1.8962782105752065,-1.7219569154228787,1.7192016495482092
1.9960125949831065,-1.6773478259895143,1.5783528643582867,1.913874567875114,1.815506788505466
0.5511317793836417,-0.6422426826818665,0.31255804723272684,0.5869464009105836,0.009950836796764404
1.3691979203618585,2.0203553578368436,2.477376870591752,-0.684510038489751,2.001317830505016
-1.1293716552675466,-0.45383172642925745,-1.474990836285564,-1.6880331354130809,-1.2928365079155837
-0.7187777583937506,-0.25910416341844195,-1.7201843004797313,-0.5365688128973115,-1.2941993039780681
0.02473614087679392,-0.9607694321546075,-1.9639110112603442,-0.12644898847951322,-3.5893360579083065
1.0708884447593603,-0.7622510110753834,0.30875780980898354,0.6087248312040769,-0.4228768042389942
1.7243238033403123,1.241873245953962,2.237430071234363,2.4205719565644706,1.9151274060806018
0.05109545887635813,-0.19759234377932713,-0.788048849033712,-1.287086327367073,-0.8601156871470127
-1.5132561603011616,1.498906269816514,0.1718389661169134,-2.286251617240818,2.154779189284056
